Anglican Nonconformist
unpointedness pointedness
unpolished polished
unpopular popular
unpopularity popularity
unportable portable
unposed posed
unpotted potted
unpowered powered
unprecedented precedented
unprecedentedly precedentedly
unpredictability predictability
unpredictable predictable
unprejudiced prejudiced
unpremeditated premeditated
unprepared prepared
unpresidential presidential
unpretentious pretentious
unpretentiously pretentiously
unpretentiousness pretentiousness
unpreventable preventable
unpriestly priestly
unprincipled principled
unprintable printable
unprocessed processed
unproductive productive
unproductively productively
unproductiveness productiveness
unprofessional professional
unprofitability profitability
unprofitable profitable
unprofitableness profitableness
unprofitably profitably
unpronounceable pronounceable
unprophetic prophetic
unpropitious propitious
unpropitiously propitiously
unpropitiousness propitiousness
unprotected protected
unprotective protective
unproved proved
unprovocative provocative
unpublishable publishable
unpublished published
unpunctual punctual
unpunished punished
unqualified qualified
unquestionable questionable
unquiet quiet
unquietly quietly
unquotable quotable
unravel ravel
unravel unfold
unreactive reactive
unready ready
unreal real
unrealistic realistic
unrealistically realistically
unreality reality
unreasonable reasonable
unreasonably reasonably
unreassuring reassuring
unreceptive receptive
unrecognizably recognizably
unreconstructed reconstructed
unrecoverable recoverable
unrefined refined
unreflected reflected
unregenerate regenerate
unregistered registered
unregretful regretful
unregulated regulated
unrelated related
unrelatedness relatedness
unreliability reliability
unreliable reliable
unreliableness reliableness
unreliably reliably
unremarkably remarkably
unrenewable renewable
unrentable rentable
unrepeatable repeatable
unrepentant repentant
unrepentantly repentantly
unreportable reportable
unreported reported
unreproducible reproducible
unrequested requested
unresentful resentful
unreserved reserved
unrespectability respectability
unrespectable respectable
unresponsive responsive
unresponsiveness responsiveness
unrestrained restrained
unrestraint restraint
unrestricted restricted
unrestrictive restrictive
unretentive retentive
unreverberant reverberant
unrevived revived
unrewarding rewarding
unrhetorical rhetorical
unrhymed rhymed
unrhythmical rhythmical
unrifled rifled
unrigged rigged
unrighteous righteous
unrighteously righteously
unrighteousness righteousness
unromantically romantically
unsaddle saddle
unsaddled saddled
unsalable salable
unsanitariness sanitariness
unsanitary sanitary
unsaponified saponified
unsarcastic sarcastic
unsatisfactorily satisfactorily
unsatisfactoriness satisfactoriness
unsatisfactory satisfactory
unsaturated saturated
unsavory savory
unscalable scalable
unscheduled scheduled
unscholarly scholarly
unscientific scientific
unscramble scramble
unscrew screw
unscripted scripted
unscrupulous scrupulous
unscrupulousness scrupulousness
unseal seal
unsealed sealed
unseamanlike seamanlike
unseasonable seasonable
unseasonableness seasonableness
unseasonably seasonably
unseasoned seasoned
unseaworthy seaworthy
unsecured_bond secured_bond
unseductive seductive
unseeded seeded
unseemliness seemliness
unselected selected
unselfconsciously self-consciously
unselfconsciousness self-consciousness
unselfish selfish
unselfishly selfishly
unselfishness selfishness
unsensational sensational
unsent sent
unsentimentally sentimentally
unserviceable serviceable
unservile servile
unsettled settled
unsexy sexy
unshaded shaded
unshapely shapely
unshared shared
unshaven shaven
unsheared sheared
unsheathe sheathe
unsheathed sheathed
unshelled shelled
unshockable shockable
unshod shod
unshrinkable shrinkable
unshuttered shuttered
unsigned signed
unsilenced silenced
unsinkable sinkable
unsized sized
unskilled skilled
unskillfulness skillfulness
unsmilingly smilingly
unsnarl snarl
unsociability sociability
unsociable sociable
unsociably sociably
unsocial social
unsold sold
unsolvability solvability
unsolved solved
unsound sound
unsoundness soundness
unsoured soured
unspaced spaced
unspecialized specialized
unspecified specified
unspell spell
unsportingly sportingly
unstable stable
unstableness stableness
unstaged staged
unstained stained
unstaple staple
unstatesmanlike statesmanlike
unsteadily steadily
unsteadiness steadiness
unsteady steady
unstimulating stimulating
unstoppable stoppable
unstrain strain
unstrap strap
unstratified stratified
unstratified_language stratified_language
unstressed stressed
unstring string
unstructured structured
unstuck stuck
unstudied studied
unstuff stuff
unsuccessful successful
unsuccessfully successfully
unsuitability suitability
unsuitableness suitableness
unsuitably suitably
unsupervised supervised
unsupported supported
unsupportive supportive
unsure sure
unsurprised surprised
unsurprising surprising
unsusceptibility susceptibility
unsusceptible susceptible
unsuspected suspected
unswept swept
unsworn sworn
unsympathetic sympathetic
unsympathetically sympathetically
unsystematic systematic
unsystematically systematically
untalented talented
untangled tangled
untanned tanned
untapped tapped
untempered tempered
untheatrical theatrical
unthematic thematic
unthinkable thinkable
unthoughtfulness thoughtfulness
untidiness tidiness
untidy tidy
untie tie
untied tied
untimbered timbered
untimeliness timeliness
untipped tipped
untouched touched
untraceable traceable
untrained trained
untranslatable translatable
untraveled traveled
untreated treated
untrimmed trimmed
untroubled troubled
untrustiness trustiness
untrustworthiness trustworthiness
untrustworthy trustworthy
untruthful truthful
untruthfully truthfully
untruthfulness truthfulness
untucked tucked
untune tune
unturned turned
untwine twine
untwist twist
ununderstood understood
unusual usual
unusualness usualness
unvaried varied
unvariedness variedness
unveil veil
unveiled veiled
unventilated ventilated
unvoiced voiced
unwanted wanted
unwarily warily
unwariness wariness
unwary wary
unwaxed waxed
unweaned weaned
unwearable wearable
unweave weave
unwebbed webbed
unwelcome welcome
unwellness wellness
unwholesome wholesome
unwholesomeness wholesomeness
unwieldy wieldy
unwilling willing
unwillingly willingly
unwillingness willingness
unwind wind
unwire wire
unwitting witting
unwittingly wittingly
unwomanly womanly
unwooded wooded
unworldly worldly
unworthiness worthiness
unworthy worthy
unwoven woven
unwrap wrap
unwrapped wrapped
unwrinkled wrinkled
unwritten written
unyoke yoke
unzip don
unzip zip_up
up down
upgrade downgrade
uphold annul
uphold challenge
uphold disregard
uphold invalidate
uphold nullify
uphold overrule
uphold overturn
uphold reconsider
uphold reinstate
uphold reject
uphold reverse
uphold revoke
uphold void
upland lowland
upload download
upmarket downmarket
upper-class lower-class
upper-class middle-class
uppercase lowercase
upriver downriver
uproot damage
upstage downstage
upstairs downstairs
upstream downstream
uptick downtick
uptime downtime
uptown downtown
upward downward
upwardly downwardly
upwards downwards
upwind downwind
urban rural
urban_area rural_area
urbanity rusticity
urge accuse
urge condemn
urge praise
urge propose
urge stress
urge warn
used misused
useful useless
usefully uselessly
usefulness uselessness
useless useful
uselessly usefully
uselessness usefulness
usual unusual
usualness unusualness
utility inutility
utopia dystopia
utopian dystopian
vacate affirm
vacate occupy
vacate uphold
vagile sessile
valgus varus
valid invalid
validate annul
validate contradict
validate disprove
validate invalidate
validate nullify
validate overturn
validate void
valuable worthless
value undervalue
vandalize torch
vanquish annihilate
variability invariability
variable invariable
variableness invariableness
varied unvaried
variedness unvariedness
varietal generic
varietal_wine generic_wine
varus valgus
vascular avascular
veer back
veil unveil
veiled unveiled
venial_sin mortal_sin
ventilated unventilated
ventral dorsal
veracity mendacity
verbal numerical
verboseness terseness
vernal autumnal
vernal summery
vernal wintry
vernal_equinox autumnal_equinox
verso recto
vertebrate invertebrate
vertical horizontal
vertical inclined
veto accept
veto approve
veto endorse
veto rescind
veto sign
veto support
victory defeat
vindicate disprove
violable inviolable
violate conform_to
violate enforce
violate fulfill
violate infringe
violate obey
violate waive
violent nonviolent
violently nonviolently
virtuous wicked
virulent avirulent
visibility invisibility
visible invisible
visibly invisibly
vitalize devitalize
viviparous oviparous
viviparous ovoviviparous
vocal instrumental
vocalic consonantal
voice devoice
voice harbor
voiced unvoiced
void enjoin
void revoke
void terminate
void uphold
void validate
volatile nonvolatile
volatile_storage non-volatile_storage
volatile_storage nonvolatile_storage
volley ground_stroke
voltaic_cell electrolytic_cell
voluble taciturn
voluntarily involuntarily
voluntary involuntary
volunteer draftee
vomit keep_down
vow continue
vow seek
vowel consonant
voyage journey
vulnerability invulnerability
vulnerable invulnerable
wait cry
wait get
waive enforce
waive extend
waive grant
waive impose
waive invoke
waive relax
waive rescind
waive suspend
waive violate
wake sleep
wake_up fall_asleep
wakefulness sleepiness
waking sleeping
walk fan
walk hit
walk pitch
walk retire
walk ride
walk throw
walk whiff
walleyed cross-eyed
wane wax
waning waxing
want favor
want know
wanted unwanted
war make_peace
war peace
warily unwarily
wariness unwariness
warm chill
warm cool
warm-blooded cold-blooded
warmhearted coldhearted
warn condemn
warn meet
warn praise
warn tell
warn urge
wary unwary
wash bury
wash dump
wash inundate
washable nonwashable
waste conserve
wasteful thrifty
watch do
watch hate
watch play
wave burn
wave throw
wave_theory corpuscular_theory
wave_theory_of_light corpuscular_theory_of_light
wax wane
waxed unwaxed
waxing waning
weak strong
weak_part good_part
weak_point strong_point
weaken bolster
weaken boost
weaken heighten
weaken reinforce
weaken stabilize
weaken strengthen
weaken toughen
weakening strengthening
weakly strongly
weakness strength
wealth poverty
weaned unweaned
wear pull
wearable unwearable
weave unweave
weave wrap
webbed unwebbed
wed marry
weed cultivated_plant
weedless weedy
weedy weedless
weigh eat
weigh_down lighten
weightless weighty
weighty weightless
welcome condemn
welcome criticize
welcome postpone
welcome reject
welcome say_farewell
welcome unwelcome
well badly
well ill
well-advised ill-advised
well-being ill-being
well-defined ill-defined
wellness illness
